Columns,n,type,mean,std,min,25%,50%,75%,max,value 1,value 2,value 3,value 4,value 5,freq 1,freq 2,freq 3,freq 4,freq 5,freq others,freq NA,
750X627,486,float64,4.571831276,0.043861783,4.18,4.5625,4.57,4.58,4.68,4.57,4.58,4.56,4.59,4.62,145,133,108,41,16,43,14,
750X628,486,float64,4.010246914,0.06836217,3.835,3.968,4.017,4.04775,4.196,4.019,3.968,4.017,4.005,4.042,11,8,7,7,7,446,14,
750X629,486,float64,4.010246914,0.06836217,3.835,3.968,4.017,4.04775,4.196,4.019,3.968,4.017,4.005,4.042,11,8,7,7,7,446,14,
750X630,486,float64,3.986419753,0.065444844,3.833,3.948,3.984,4.02275,4.169,3.97,3.992,4.015,3.994,3.977,9,9,8,8,8,444,14,
750X631,486,float64,4.010246914,0.06836217,3.835,3.968,4.017,4.04775,4.196,4.019,3.968,4.017,4.005,4.042,11,8,7,7,7,446,14,
750X632,486,float64,3.986419753,0.065444844,3.833,3.948,3.984,4.02275,4.169,3.97,3.992,4.015,3.994,3.977,9,9,8,8,8,444,14,
750X633,486,float64,4.010246914,0.06836217,3.835,3.968,4.017,4.04775,4.196,4.019,3.968,4.017,4.005,4.042,11,8,7,7,7,446,14,
750X634,486,float64,4.571831276,0.043861783,4.18,4.5625,4.57,4.58,4.68,4.57,4.58,4.56,4.59,4.62,145,133,108,41,16,43,14,
750X635,486,float64,85.28113169,0.697941713,79.31,85.09,85.35,85.56,86.55,85.43,85.26,85,85.57,85.28,32,25,21,19,19,370,14,
750X636,486,float64,4.006983539,0.075920385,3.814,3.962,4.005,4.06075,4.204,4.001,3.999,4.002,3.998,4,7,7,7,7,6,452,14,
750X637,486,float64,4.006983539,0.075920385,3.814,3.962,4.005,4.06075,4.204,4.001,3.999,4.002,3.998,4,7,7,7,7,6,452,14,
750X638,486,float64,4.010246914,0.06836217,3.835,3.968,4.017,4.04775,4.196,4.019,3.968,4.017,4.005,4.042,11,8,7,7,7,446,14,
750X639,486,float64,4.006983539,0.075920385,3.814,3.962,4.005,4.06075,4.204,4.001,3.999,4.002,3.998,4,7,7,7,7,6,452,14,
750X640,486,float64,4.010246914,0.06836217,3.835,3.968,4.017,4.04775,4.196,4.019,3.968,4.017,4.005,4.042,11,8,7,7,7,446,14,
750X641,486,float64,4.006983539,0.075920385,3.814,3.962,4.005,4.06075,4.204,4.001,3.999,4.002,3.998,4,7,7,7,7,6,452,14,
750X642,486,float64,85.28113169,0.697941713,79.31,85.09,85.35,85.56,86.55,85.43,85.26,85,85.57,85.28,32,25,21,19,19,370,14,
750X643,486,float64,85.28113169,0.697941713,79.31,85.09,85.35,85.56,86.55,85.43,85.26,85,85.57,85.28,32,25,21,19,19,370,14,
750X644,486,float64,3.968695473,0.088994925,3.75,3.912,3.967,4.033,4.183,3.964,3.966,4.009,3.963,3.999,11,10,7,7,6,445,14,
750X645,486,float64,3.968695473,0.088994925,3.75,3.912,3.967,4.033,4.183,3.964,3.966,4.009,3.963,3.999,11,10,7,7,6,445,14,
750X646,486,float64,4.006983539,0.075920385,3.814,3.962,4.005,4.06075,4.204,4.001,3.999,4.002,3.998,4,7,7,7,7,6,452,14,
750X647,486,float64,3.968695473,0.088994925,3.75,3.912,3.967,4.033,4.183,3.964,3.966,4.009,3.963,3.999,11,10,7,7,6,445,14,
750X648,486,float64,4.006983539,0.075920385,3.814,3.962,4.005,4.06075,4.204,4.001,3.999,4.002,3.998,4,7,7,7,7,6,452,14,
750X649,486,float64,3.968695473,0.088994925,3.75,3.912,3.967,4.033,4.183,3.964,3.966,4.009,3.963,3.999,11,10,7,7,6,445,14,
750X650,486,float64,85.28113169,0.697941713,79.31,85.09,85.35,85.56,86.55,85.43,85.26,85,85.57,85.28,32,25,21,19,19,370,14,
750X651,486,float64,85.28113169,0.697941713,79.31,85.09,85.35,85.56,86.55,85.43,85.26,85,85.57,85.28,32,25,21,19,19,370,14,
750X652,486,float64,4.028113169,0.119117431,3.592,3.952,4.025,4.121,4.305,4.008,4.002,4.141,4.005,3.999,7,6,5,5,5,458,14,
750X653,486,float64,4.028113169,0.119117431,3.592,3.952,4.025,4.121,4.305,4.008,4.002,4.141,4.005,3.999,7,6,5,5,5,458,14,
750X654,486,float64,3.968695473,0.088994925,3.75,3.912,3.967,4.033,4.183,3.964,3.966,4.009,3.963,3.999,11,10,7,7,6,445,14,
750X655,486,float64,4.028113169,0.119117431,3.592,3.952,4.025,4.121,4.305,4.008,4.002,4.141,4.005,3.999,7,6,5,5,5,458,14,
750X656,486,float64,3.968695473,0.088994925,3.75,3.912,3.967,4.033,4.183,3.964,3.966,4.009,3.963,3.999,11,10,7,7,6,445,14,
750X657,486,float64,4.028113169,0.119117431,3.592,3.952,4.025,4.121,4.305,4.008,4.002,4.141,4.005,3.999,7,6,5,5,5,458,14,
750X658,486,float64,85.28113169,0.697941713,79.31,85.09,85.35,85.56,86.55,85.43,85.26,85,85.57,85.28,32,25,21,19,19,370,14,
750X659,486,float64,3.36100823,0.178849738,2.69,3.21,3.37,3.45,3.76,3.37,3.3,3.39,3.15,3.16,36,34,29,20,17,350,14,
750X660,486,float64,4.067596708,0.062785364,3.929,4.023,4.065,4.108,4.301,4.108,4.065,4.047,3.994,4.026,8,8,7,7,6,450,14,
750X661,486,float64,4.067596708,0.062785364,3.929,4.023,4.065,4.108,4.301,4.108,4.065,4.047,3.994,4.026,8,8,7,7,6,450,14,
750X662,486,float64,4.092160494,0.060079663,3.963,4.047,4.0905,4.13275,4.271,4.134,4.015,4.047,4.131,4.127,9,9,8,7,6,447,14,
750X663,486,float64,4.067596708,0.062785364,3.929,4.023,4.065,4.108,4.301,4.108,4.065,4.047,3.994,4.026,8,8,7,7,6,450,14,
750X664,486,float64,4.092160494,0.060079663,3.963,4.047,4.0905,4.13275,4.271,4.134,4.015,4.047,4.131,4.127,9,9,8,7,6,447,14,
750X665,486,float64,4.067596708,0.062785364,3.929,4.023,4.065,4.108,4.301,4.108,4.065,4.047,3.994,4.026,8,8,7,7,6,450,14,
750X666,486,float64,3.36100823,0.178849738,2.69,3.21,3.37,3.45,3.76,3.37,3.3,3.39,3.15,3.16,36,34,29,20,17,350,14,
750X667,486,float64,3.36100823,0.178849738,2.69,3.21,3.37,3.45,3.76,3.37,3.3,3.39,3.15,3.16,36,34,29,20,17,350,14,
750X668,486,float64,4.012592593,0.064717297,3.859,3.964,4.009,4.04475,4.277,4.026,3.988,3.964,3.999,4.027,8,8,7,7,7,449,14,
750X669,486,float64,4.012592593,0.064717297,3.859,3.964,4.009,4.04475,4.277,4.026,3.988,3.964,3.999,4.027,8,8,7,7,7,449,14,
750X670,486,float64,4.067596708,0.062785364,3.929,4.023,4.065,4.108,4.301,4.108,4.065,4.047,3.994,4.026,8,8,7,7,6,450,14,
750X671,486,float64,4.012592593,0.064717297,3.859,3.964,4.009,4.04475,4.277,4.026,3.988,3.964,3.999,4.027,8,8,7,7,7,449,14,
750X672,486,float64,4.067596708,0.062785364,3.929,4.023,4.065,4.108,4.301,4.108,4.065,4.047,3.994,4.026,8,8,7,7,6,450,14,
750X673,486,float64,4.012592593,0.064717297,3.859,3.964,4.009,4.04475,4.277,4.026,3.988,3.964,3.999,4.027,8,8,7,7,7,449,14,
750X674,486,float64,3.36100823,0.178849738,2.69,3.21,3.37,3.45,3.76,3.37,3.3,3.39,3.15,3.16,36,34,29,20,17,350,14,
750X675,486,float64,3.36100823,0.178849738,2.69,3.21,3.37,3.45,3.76,3.37,3.3,3.39,3.15,3.16,36,34,29,20,17,350,14,
750X676,486,float64,3.958364198,0.067454949,3.8,3.911,3.9535,3.992,4.22,3.957,3.935,3.96,4.027,3.987,10,8,7,7,7,447,14,
750X677,486,float64,3.958364198,0.067454949,3.8,3.911,3.9535,3.992,4.22,3.957,3.935,3.96,4.027,3.987,10,8,7,7,7,447,14,
750X678,486,float64,4.012592593,0.064717297,3.859,3.964,4.009,4.04475,4.277,4.026,3.988,3.964,3.999,4.027,8,8,7,7,7,449,14,
750X679,486,float64,3.958364198,0.067454949,3.8,3.911,3.9535,3.992,4.22,3.957,3.935,3.96,4.027,3.987,10,8,7,7,7,447,14,
750X680,486,float64,4.012592593,0.064717297,3.859,3.964,4.009,4.04475,4.277,4.026,3.988,3.964,3.999,4.027,8,8,7,7,7,449,14,
750X681,486,float64,3.958364198,0.067454949,3.8,3.911,3.9535,3.992,4.22,3.957,3.935,3.96,4.027,3.987,10,8,7,7,7,447,14,
750X682,486,float64,3.36100823,0.178849738,2.69,3.21,3.37,3.45,3.76,3.37,3.3,3.39,3.15,3.16,36,34,29,20,17,350,14,
750X683,486,float64,77.81358025,1.408253119,68.26,77.015,78.03,78.63,80.83,76.74,77.68,78.79,78.65,78.99,23,18,16,15,13,401,14,
750X684,486,float64,3.857037037,0.07277993,3.685,3.8055,3.844,3.90275,4.15,3.84,3.843,3.842,3.849,3.844,11,8,7,7,7,446,14,
750X685,486,float64,3.857037037,0.07277993,3.685,3.8055,3.844,3.90275,4.15,3.84,3.843,3.842,3.849,3.844,11,8,7,7,7,446,14,
750X686,486,float64,3.958364198,0.067454949,3.8,3.911,3.9535,3.992,4.22,3.957,3.935,3.96,4.027,3.987,10,8,7,7,7,447,14,
750X687,486,float64,3.857037037,0.07277993,3.685,3.8055,3.844,3.90275,4.15,3.84,3.843,3.842,3.849,3.844,11,8,7,7,7,446,14,
750X688,486,float64,3.958364198,0.067454949,3.8,3.911,3.9535,3.992,4.22,3.957,3.935,3.96,4.027,3.987,10,8,7,7,7,447,14,
750X689,486,float64,3.857037037,0.07277993,3.685,3.8055,3.844,3.90275,4.15,3.84,3.843,3.842,3.849,3.844,11,8,7,7,7,446,14,
750X690,486,float64,77.81358025,1.408253119,68.26,77.015,78.03,78.63,80.83,76.74,77.68,78.79,78.65,78.99,23,18,16,15,13,401,14,
750X691,486,float64,20170764.34,38.75927109,20170716,20170726,20170731,20170805,20170811,20170805,20170801,20170726,20170725,20170806,70,52,50,50,43,221,14,
750X694,486,float64,3.676625514,0.079840896,3.35,3.65,3.69,3.72,3.81,3.71,3.69,3.68,3.75,3.64,69,49,48,41,30,249,14,
750X697,486,float64,0.198148148,0.035993508,-0.3,0.2,0.2,0.2,0.3,0.2,0.3,0.1,-0.3,,471,7,6,2,,0,14,
750X699,486,float64,0.198148148,0.035993508,-0.3,0.2,0.2,0.2,0.3,0.2,0.3,0.1,-0.3,,471,7,6,2,,0,14,
750X701,486,float64,3.676625514,0.079840896,3.35,3.65,3.69,3.72,3.81,3.71,3.69,3.68,3.75,3.64,69,49,48,41,30,249,14,
750X702,486,float64,77.77633745,1.912828682,73.4,76.56,77.53,78.71,82.99,79.06,77.53,76.44,78.48,79.48,21,19,15,13,12,406,14,
750X703,486,float64,0.198148148,0.035993508,-0.3,0.2,0.2,0.2,0.3,0.2,0.3,0.1,-0.3,,471,7,6,2,,0,14,
750X704,486,float64,0.198148148,0.035993508,-0.3,0.2,0.2,0.2,0.3,0.2,0.3,0.1,-0.3,,471,7,6,2,,0,14,
750X705,486,float64,37.21234568,0.106741097,37,37.1,37.3,37.3,37.3,37.3,37.1,37.2,37,,259,97,79,51,,0,14,
750X706,486,float64,0.198148148,0.035993508,-0.3,0.2,0.2,0.2,0.3,0.2,0.3,0.1,-0.3,,471,7,6,2,,0,14,
750X707,486,float64,37.21234568,0.106741097,37,37.1,37.3,37.3,37.3,37.3,37.1,37.2,37,,259,97,79,51,,0,14,
750X708,486,float64,0.198148148,0.035993508,-0.3,0.2,0.2,0.2,0.3,0.2,0.3,0.1,-0.3,,471,7,6,2,,0,14,
750X709,486,float64,77.77633745,1.912828682,73.4,76.56,77.53,78.71,82.99,79.06,77.53,76.44,78.48,79.48,21,19,15,13,12,406,14,
750X710,486,float64,20170764.34,38.75927109,20170716,20170726,20170731,20170805,20170811,20170805,20170801,20170726,20170725,20170806,70,52,50,50,43,221,14,
750X711,486,float64,20170764.34,38.75927109,20170716,20170726,20170731,20170805,20170811,20170805,20170801,20170726,20170725,20170806,70,52,50,50,43,221,14,
750X713,486,float64,25.55967078,0.505168232,24,25,26,26,27,26,25,24,27,,271,213,1,1,,0,14,
750X720,486,float64,23.78106996,0.857478735,22.3,22.7,24.2,24.4,25.2,24.4,24.1,22.5,24.2,24.6,73,57,47,45,41,223,14,
750X721,486,float64,23.78106996,0.857478735,22.3,22.7,24.2,24.4,25.2,24.4,24.1,22.5,24.2,24.6,73,57,47,45,41,223,14,
750X722,486,float64,23.78106996,0.857478735,22.3,22.7,24.2,24.4,25.2,24.4,24.1,22.5,24.2,24.6,73,57,47,45,41,223,14,
750X723,486,float64,1.677469136,0.047432796,1.61,1.61,1.71,1.71,1.74,1.71,1.61,1.74,1.72,,319,160,6,1,,0,14,
750X724,486,float64,23.78106996,0.857478735,22.3,22.7,24.2,24.4,25.2,24.4,24.1,22.5,24.2,24.6,73,57,47,45,41,223,14,
750X725,486,float64,23.78106996,0.857478735,22.3,22.7,24.2,24.4,25.2,24.4,24.1,22.5,24.2,24.6,73,57,47,45,41,223,14,
750X726,486,float64,1.677469136,0.047432796,1.61,1.61,1.71,1.71,1.74,1.71,1.61,1.74,1.72,,319,160,6,1,,0,14,
750X727,486,float64,23.78106996,0.857478735,22.3,22.7,24.2,24.4,25.2,24.4,24.1,22.5,24.2,24.6,73,57,47,45,41,223,14,
750X728,486,float64,23.78106996,0.857478735,22.3,22.7,24.2,24.4,25.2,24.4,24.1,22.5,24.2,24.6,73,57,47,45,41,223,14,
750X731,486,float64,1.677469136,0.047432796,1.61,1.61,1.71,1.71,1.74,1.71,1.61,1.74,1.72,,319,160,6,1,,0,14,
750X732,486,float64,1.677469136,0.047432796,1.61,1.61,1.71,1.71,1.74,1.71,1.61,1.74,1.72,,319,160,6,1,,0,14,
750X733,486,float64,1.677469136,0.047432796,1.61,1.61,1.71,1.71,1.74,1.71,1.61,1.74,1.72,,319,160,6,1,,0,14,
750X734,486,float64,74.78853909,2.626826655,66.84,73.43,74.935,75.51,82.2,73.97,76.24,76.23,75.19,75.21,23,14,13,12,12,412,14,
750X735,486,float64,1.677469136,0.047432796,1.61,1.61,1.71,1.71,1.74,1.71,1.61,1.74,1.72,,319,160,6,1,,0,14,
750X736,486,float64,1.677469136,0.047432796,1.61,1.61,1.71,1.71,1.74,1.71,1.61,1.74,1.72,,319,160,6,1,,0,14,
750X737,486,float64,74.78853909,2.626826655,66.84,73.43,74.935,75.51,82.2,73.97,76.24,76.23,75.19,75.21,23,14,13,12,12,412,14,
750X738,486,float64,1.677469136,0.047432796,1.61,1.61,1.71,1.71,1.74,1.71,1.61,1.74,1.72,,319,160,6,1,,0,14,
750X739,486,float64,1.677469136,0.047432796,1.61,1.61,1.71,1.71,1.74,1.71,1.61,1.74,1.72,,319,160,6,1,,0,14,
750X741,486,float64,0.000694403,4.50E-05,0.00054,0.00067,0.00069,0.00073,0.00088,0.00067,0.00074,0.00069,0.00072,0.00075,63,61,56,51,37,218,14,
750X742,486,float64,79.53572016,3.020838109,67.15,77.09,80.225,82.31,83.82,82.51,77.09,81.74,80.45,77.44,21,16,16,15,12,406,14,
750X743,486,float64,79.53572016,3.020838109,67.15,77.09,80.225,82.31,83.82,82.51,77.09,81.74,80.45,77.44,21,16,16,15,12,406,14,
750X744,486,float64,79.53572016,3.020838109,67.15,77.09,80.225,82.31,83.82,82.51,77.09,81.74,80.45,77.44,21,16,16,15,12,406,14,
750X745,486,float64,3.721893004,0.126564913,2.78,3.68,3.77,3.79,3.87,3.79,3.78,3.77,3.8,3.81,76,48,45,37,26,254,14,
750X746,486,float64,79.53572016,3.020838109,67.15,77.09,80.225,82.31,83.82,82.51,77.09,81.74,80.45,77.44,21,16,16,15,12,406,14,
750X747,486,float64,79.53572016,3.020838109,67.15,77.09,80.225,82.31,83.82,82.51,77.09,81.74,80.45,77.44,21,16,16,15,12,406,14,
750X748,486,float64,3.721893004,0.126564913,2.78,3.68,3.77,3.79,3.87,3.79,3.78,3.77,3.8,3.81,76,48,45,37,26,254,14,
750X749,486,float64,79.53572016,3.020838109,67.15,77.09,80.225,82.31,83.82,82.51,77.09,81.74,80.45,77.44,21,16,16,15,12,406,14,
750X750,486,float64,79.53572016,3.020838109,67.15,77.09,80.225,82.31,83.82,82.51,77.09,81.74,80.45,77.44,21,16,16,15,12,406,14,
750X751,486,float64,0.000694403,4.50E-05,0.00054,0.00067,0.00069,0.00073,0.00088,0.00067,0.00074,0.00069,0.00072,0.00075,63,61,56,51,37,218,14,
750X753,486,float64,74.78853909,2.626826655,66.84,73.43,74.935,75.51,82.2,73.97,76.24,76.23,75.19,75.21,23,14,13,12,12,412,14,
750X754,486,float64,74.78853909,2.626826655,66.84,73.43,74.935,75.51,82.2,73.97,76.24,76.23,75.19,75.21,23,14,13,12,12,412,14,
750X755,486,float64,74.78853909,2.626826655,66.84,73.43,74.935,75.51,82.2,73.97,76.24,76.23,75.19,75.21,23,14,13,12,12,412,14,
750X756,486,float64,3.665329218,0.243378697,2.72,3.5,3.66,3.9,4.04,3.9,3.56,3.94,3.57,3.6,27,23,23,22,21,370,14,
750X757,486,float64,74.78853909,2.626826655,66.84,73.43,74.935,75.51,82.2,73.97,76.24,76.23,75.19,75.21,23,14,13,12,12,412,14,
750X758,486,float64,74.78853909,2.626826655,66.84,73.43,74.935,75.51,82.2,73.97,76.24,76.23,75.19,75.21,23,14,13,12,12,412,14,
750X759,486,float64,3.665329218,0.243378697,2.72,3.5,3.66,3.9,4.04,3.9,3.56,3.94,3.57,3.6,27,23,23,22,21,370,14,
750X760,486,float64,74.78853909,2.626826655,66.84,73.43,74.935,75.51,82.2,73.97,76.24,76.23,75.19,75.21,23,14,13,12,12,412,14,
750X761,486,float64,74.78853909,2.626826655,66.84,73.43,74.935,75.51,82.2,73.97,76.24,76.23,75.19,75.21,23,14,13,12,12,412,14,
750X763,486,float64,0.002885646,0.007473232,2.90E-05,0.00011,0.00012,0.0018,0.046,0.00011,0.0017,0.0018,0.00012,0.0001,106,72,66,33,14,195,14,
750X764,486,float64,63.34156379,7.568908161,45.37,57.94,62.37,70.3,80.24,70.56,61.5,58.37,69.4,57.92,13,13,13,12,12,423,14,
750X765,486,float64,63.34156379,7.568908161,45.37,57.94,62.37,70.3,80.24,70.56,61.5,58.37,69.4,57.92,13,13,13,12,12,423,14,
750X766,486,float64,63.34156379,7.568908161,45.37,57.94,62.37,70.3,80.24,70.56,61.5,58.37,69.4,57.92,13,13,13,12,12,423,14,
750X767,486,float64,2.422057613,0.423944031,1.53,2.1,2.37,2.78,3.54,2.55,2.29,2.7,2.17,2.03,27,21,21,19,16,382,14,
750X768,486,float64,63.34156379,7.568908161,45.37,57.94,62.37,70.3,80.24,70.56,61.5,58.37,69.4,57.92,13,13,13,12,12,423,14,
750X769,486,float64,63.34156379,7.568908161,45.37,57.94,62.37,70.3,80.24,70.56,61.5,58.37,69.4,57.92,13,13,13,12,12,423,14,
750X770,486,float64,2.422057613,0.423944031,1.53,2.1,2.37,2.78,3.54,2.55,2.29,2.7,2.17,2.03,27,21,21,19,16,382,14,
750X771,486,float64,63.34156379,7.568908161,45.37,57.94,62.37,70.3,80.24,70.56,61.5,58.37,69.4,57.92,13,13,13,12,12,423,14,
750X772,486,float64,63.34156379,7.568908161,45.37,57.94,62.37,70.3,80.24,70.56,61.5,58.37,69.4,57.92,13,13,13,12,12,423,14,
750X773,486,float64,0.002885646,0.007473232,2.90E-05,0.00011,0.00012,0.0018,0.046,0.00011,0.0017,0.0018,0.00012,0.0001,106,72,66,33,14,195,14,
750X774,486,float64,0.002885646,0.007473232,2.90E-05,0.00011,0.00012,0.0018,0.046,0.00011,0.0017,0.0018,0.00012,0.0001,106,72,66,33,14,195,14,
750X775,486,float64,51.24855967,14.92211872,31.65,37.9625,42.925,66.9375,78.27,68.04,42.04,36.85,42.51,66.03,20,18,13,12,11,412,14,
750X776,486,float64,51.24855967,14.92211872,31.65,37.9625,42.925,66.9375,78.27,68.04,42.04,36.85,42.51,66.03,20,18,13,12,11,412,14,
750X777,486,float64,51.24855967,14.92211872,31.65,37.9625,42.925,66.9375,78.27,68.04,42.04,36.85,42.51,66.03,20,18,13,12,11,412,14,
750X778,486,float64,1.965967078,0.911114753,0.83,1.18,1.38,2.93,3.49,2.89,1.12,1.33,3.04,3.22,23,23,22,17,15,386,14,
750X779,486,float64,51.24855967,14.92211872,31.65,37.9625,42.925,66.9375,78.27,68.04,42.04,36.85,42.51,66.03,20,18,13,12,11,412,14,
750X780,486,float64,51.24855967,14.92211872,31.65,37.9625,42.925,66.9375,78.27,68.04,42.04,36.85,42.51,66.03,20,18,13,12,11,412,14,
750X781,486,float64,1.965967078,0.911114753,0.83,1.18,1.38,2.93,3.49,2.89,1.12,1.33,3.04,3.22,23,23,22,17,15,386,14,
750X782,486,float64,51.24855967,14.92211872,31.65,37.9625,42.925,66.9375,78.27,68.04,42.04,36.85,42.51,66.03,20,18,13,12,11,412,14,
750X783,486,float64,51.24855967,14.92211872,31.65,37.9625,42.925,66.9375,78.27,68.04,42.04,36.85,42.51,66.03,20,18,13,12,11,412,14,
750X784,486,float64,0.002885646,0.007473232,2.90E-05,0.00011,0.00012,0.0018,0.046,0.00011,0.0017,0.0018,0.00012,0.0001,106,72,66,33,14,195,14,
750X785,486,float64,1.443004115,0.05159745,1.3,1.4,1.4,1.5,1.6,1.4,1.5,1.6,1.3,,276,205,3,2,,0,14,
750X786,486,float64,77.77633745,1.912828682,73.4,76.56,77.53,78.71,82.99,79.06,77.53,76.44,78.48,79.48,21,19,15,13,12,406,14,
750X787,486,float64,77.77633745,1.912828682,73.4,76.56,77.53,78.71,82.99,79.06,77.53,76.44,78.48,79.48,21,19,15,13,12,406,14,
750X788,486,float64,77.77633745,1.912828682,73.4,76.56,77.53,78.71,82.99,79.06,77.53,76.44,78.48,79.48,21,19,15,13,12,406,14,
750X789,486,float64,3.567942387,0.089299016,3.25,3.52,3.55,3.61,3.88,3.52,3.53,3.55,3.61,3.51,74,31,31,30,28,292,14,
750X790,486,float64,77.77633745,1.912828682,73.4,76.56,77.53,78.71,82.99,79.06,77.53,76.44,78.48,79.48,21,19,15,13,12,406,14,
750X791,486,float64,77.77633745,1.912828682,73.4,76.56,77.53,78.71,82.99,79.06,77.53,76.44,78.48,79.48,21,19,15,13,12,406,14,
750X792,486,float64,3.567942387,0.089299016,3.25,3.52,3.55,3.61,3.88,3.52,3.53,3.55,3.61,3.51,74,31,31,30,28,292,14,
750X793,486,float64,77.77633745,1.912828682,73.4,76.56,77.53,78.71,82.99,79.06,77.53,76.44,78.48,79.48,21,19,15,13,12,406,14,
750X794,486,float64,77.77633745,1.912828682,73.4,76.56,77.53,78.71,82.99,79.06,77.53,76.44,78.48,79.48,21,19,15,13,12,406,14,
750X795,486,float64,1.443004115,0.05159745,1.3,1.4,1.4,1.5,1.6,1.4,1.5,1.6,1.3,,276,205,3,2,,0,14,
750X797,486,float64,78.97705761,2.193744195,74.86,76.47,79.33,80.855,82.52,75.9,75.99,80.39,81.84,81.3,23,15,12,12,12,412,14,
750X798,486,float64,78.97705761,2.193744195,74.86,76.47,79.33,80.855,82.52,75.9,75.99,80.39,81.84,81.3,23,15,12,12,12,412,14,
750X799,486,float64,78.97705761,2.193744195,74.86,76.47,79.33,80.855,82.52,75.9,75.99,80.39,81.84,81.3,23,15,12,12,12,412,14,
750X800,486,float64,3.676625514,0.079840896,3.35,3.65,3.69,3.72,3.81,3.71,3.69,3.68,3.75,3.64,69,49,48,41,30,249,14,
750X801,486,float64,78.97705761,2.193744195,74.86,76.47,79.33,80.855,82.52,75.9,75.99,80.39,81.84,81.3,23,15,12,12,12,412,14,
750X802,486,float64,78.97705761,2.193744195,74.86,76.47,79.33,80.855,82.52,75.9,75.99,80.39,81.84,81.3,23,15,12,12,12,412,14,
750X803,486,float64,3.676625514,0.079840896,3.35,3.65,3.69,3.72,3.81,3.71,3.69,3.68,3.75,3.64,69,49,48,41,30,249,14,
750X804,486,float64,78.97705761,2.193744195,74.86,76.47,79.33,80.855,82.52,75.9,75.99,80.39,81.84,81.3,23,15,12,12,12,412,14,
750X805,486,float64,78.97705761,2.193744195,74.86,76.47,79.33,80.855,82.52,75.9,75.99,80.39,81.84,81.3,23,15,12,12,12,412,14,
750X808,486,float64,77.81358025,1.408253119,68.26,77.015,78.03,78.63,80.83,76.74,77.68,78.79,78.65,78.99,23,18,16,15,13,401,14,
750X809,486,float64,77.81358025,1.408253119,68.26,77.015,78.03,78.63,80.83,76.74,77.68,78.79,78.65,78.99,23,18,16,15,13,401,14,
750X810,486,float64,77.81358025,1.408253119,68.26,77.015,78.03,78.63,80.83,76.74,77.68,78.79,78.65,78.99,23,18,16,15,13,401,14,
750X811,486,float64,3.36100823,0.178849738,2.69,3.21,3.37,3.45,3.76,3.37,3.3,3.39,3.15,3.16,36,34,29,20,17,350,14,
750X812,486,float64,77.81358025,1.408253119,68.26,77.015,78.03,78.63,80.83,76.74,77.68,78.79,78.65,78.99,23,18,16,15,13,401,14,
750X813,486,float64,77.81358025,1.408253119,68.26,77.015,78.03,78.63,80.83,76.74,77.68,78.79,78.65,78.99,23,18,16,15,13,401,14,
750X814,486,float64,3.36100823,0.178849738,2.69,3.21,3.37,3.45,3.76,3.37,3.3,3.39,3.15,3.16,36,34,29,20,17,350,14,
750X815,486,float64,77.81358025,1.408253119,68.26,77.015,78.03,78.63,80.83,76.74,77.68,78.79,78.65,78.99,23,18,16,15,13,401,14,
750X816,486,float64,77.81358025,1.408253119,68.26,77.015,78.03,78.63,80.83,76.74,77.68,78.79,78.65,78.99,23,18,16,15,13,401,14,
750X818,486,float64,4.987654321,0.11053689,4,5,5,5,5,5,4,,,,480,6,,,,0,14,"'750X818',"
750X819,486,float64,82.88154321,2.337629138,77.29,80.57,83.56,84.99,86.35,83.57,85.18,85.27,80.57,84.66,18,18,18,14,11,407,14,
750X820,486,float64,82.88154321,2.337629138,77.29,80.57,83.56,84.99,86.35,83.57,85.18,85.27,80.57,84.66,18,18,18,14,11,407,14,
750X821,486,float64,82.88154321,2.337629138,77.29,80.57,83.56,84.99,86.35,83.57,85.18,85.27,80.57,84.66,18,18,18,14,11,407,14,
750X822,486,float64,3.604115226,0.07792634,3.28,3.57,3.62,3.64,3.75,3.62,3.61,3.55,3.64,3.63,85,70,45,45,29,212,14,
750X823,486,float64,82.88154321,2.337629138,77.29,80.57,83.56,84.99,86.35,83.57,85.18,85.27,80.57,84.66,18,18,18,14,11,407,14,
750X824,486,float64,82.88154321,2.337629138,77.29,80.57,83.56,84.99,86.35,83.57,85.18,85.27,80.57,84.66,18,18,18,14,11,407,14,
750X825,486,float64,3.604115226,0.07792634,3.28,3.57,3.62,3.64,3.75,3.62,3.61,3.55,3.64,3.63,85,70,45,45,29,212,14,
750X826,486,float64,82.88154321,2.337629138,77.29,80.57,83.56,84.99,86.35,83.57,85.18,85.27,80.57,84.66,18,18,18,14,11,407,14,
750X827,486,float64,82.88154321,2.337629138,77.29,80.57,83.56,84.99,86.35,83.57,85.18,85.27,80.57,84.66,18,18,18,14,11,407,14,
750X828,486,float64,4.987654321,0.11053689,4,5,5,5,5,5,4,,,,480,6,,,,0,14,"'750X828',"
750X830,486,float64,76.0017284,2.475908642,71.8,73.17,75.85,78.39,80.31,75.85,78.59,76.63,72.96,73.1,20,16,14,14,14,408,14,
750X831,486,float64,76.0017284,2.475908642,71.8,73.17,75.85,78.39,80.31,75.85,78.59,76.63,72.96,73.1,20,16,14,14,14,408,14,
750X832,486,float64,76.0017284,2.475908642,71.8,73.17,75.85,78.39,80.31,75.85,78.59,76.63,72.96,73.1,20,16,14,14,14,408,14,
